name,ra,decl,spt,sptnum,plx,plx_err,pmra,pmdec,pmtot,radvel,radvel_err,GAIA_G,GAIA_Ge,GAIA_B,GAIA_Be,GAIA_R,GAIA_Re,2MASS_J,2MASS_Je,2MASS_H,2MASS_He,2MASS_KS,2MASS_KSe,SDSS_G,SDSS_R,SDSS_I,SDSS_Z,PANSTARRS_Ge,PANSTARRS_Re,PANSTARRS_Ie,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,WISE_W3,WISE_W3e,WISE_W4,WISE_W4e,MKO_Y,MKO_Ye,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_R,PANSTARRS_I,PANSTARRS_Z,PANSTARRS_Y
2MASS J23520507-1100435,358.0211,-11.0122,M7.6 INT-G,7,40.2,0.8,102.1,-119.2,156.9491956,,,17.108,0.003,20.048,0.05,15.532,0.006,12.84,0.022,12.166,0.02,11.742,0.02,,,,,0.02,0.01,0,0,14.49,0,11.463,0.023,11.151,0.021,10.824,0.129,8.92,,13.598,0.055,12.809,0.022,12.224,0.02,11.715,0.02,20.64999969,19.02000031,16.11999977,14.68999954,13.85599977
WISEA J182121.91-070008.6,275.3412,-7.003,,7,,,-41.1,-414.6,416.6321759,,,17.023,0.013,18.783,0.273,15.313,0.016,12.943,0.024,12.35,0.029,11.951,0.026,,,,,0.19,0.12,0.01,0,14.48,0,11.678,0.026,11.524,0.027,11.979,0.314,8.991,,,,,,,,,,20.01000031,18.20000061,16.08999908,14.64999958,13.84599954
2MASS J08500174-1924184,132.5073,-19.4051,,8,36.8,0.8,-138.3,33,142.1825939,,,17.211,0.002,20.256,0.081,15.58,0.004,12.765,0.024,12.127,0.025,11.633,0.021,,,,,0.03,0.01,0,0,14.47,0.01,11.393,0.023,11.115,0.021,10.782,0.095,8.375,,,,,,,,,,20.90999992,19.18000015,16.25000084,14.73999973,13.83600027
2MASSW J1200329+204851,180.1371,20.8143,,7,24.62,0.1,-131.2,237.3,271.1544394,,,17.103,0.001,20.368,0.104,15.537,0.007,12.862,0.021,12.261,0.022,11.861,0.022,,,,,0.04,0.01,0,0,14.47,0,11.639,0.023,11.415,0.02,11.407,0.199,8.765,,,,,,,,,,20.90999992,19.22999939,16.16000069,14.65999981,13.83600027
2MASS J02185792-0617499,34.7413,-6.2972,,8,27.65,0.2,347.1,-91.4,358.9322638,,,17.08,0.002,20.475,0.139,15.533,0.011,12.85,0.024,12.224,0.023,11.837,0.025,,,,,0.05,0.01,0.01,0,14.46,0,11.594,0.023,11.399,0.021,11.112,0.117,8.967,,,,,,,,,,20.71999939,19.01000008,16.11999977,14.65999981,13.82600004
2MASSW J1750129+442404,267.5538,44.4012,M8,7.5,29.7,0.4,-18.8,137.1,138.3829831,,,17.223,0.005,20.386,0.066,15.535,0.005,12.799,0.023,12.163,0.017,11.768,0.017,,,,,0.01,0.01,0,0,14.46,0,11.489,0.023,11.247,0.021,10.915,0.076,9.317,,13.602,0.055,12.749,0.023,12.198,0.021,11.741,0.017,20.86000069,19.10000023,16.15000046,14.65999981,13.82600004
2MASS J20491972-1944324,312.3323,-19.7424,,7.5,27.32,0.1,187,-264.9,324.2545451,,,17.064,0.001,20.023,0.06,15.516,0.004,12.853,0.024,12.227,0.023,11.786,0.021,,,,,0.03,0.01,0,0,14.46,0,11.59,0.023,11.368,0.02,11.349,0.186,8.837,,13.605,0.055,12.822,0.024,12.277,0.023,11.763,0.021,20.70000084,18.98999962,16.08000076,14.65999981,13.82600004
DENIS-P J0630014-184014,97.5061,-18.6708,M9,8.5,20,0.16,327.2,-507.3,603.6664062,,,17.258,0.001,20.512,0.102,15.647,0.006,12.681,0.026,11.93,0.025,11.461,0.025,,,,,,0.05,0.01,0.01,14.45,0.01,11.046,0.023,10.785,0.02,10.335,0.072,8.214,,,,,,,,,,,19.65999969,16.45999992,14.77000042,13.81599981
2MASS J11240487+3808054,171.0204,38.1348,,8.5,18.47,0.07,123.3,-5,123.4013371,,,17.294,0.002,20.684,0.078,15.677,0.005,12.713,0.023,12.017,0.027,11.57,0.025,,,,,0.02,0.02,0,0,14.45,0.01,,,,,,,,,13.574,0.055,12.674,0.023,12.079,0.027,11.543,0.025,21.47999962,19.36000046,16.45999992,14.81999966,13.81599981
2MASSW J1555157-095605,238.8157,-9.935,L1.6,11,13.58,0.04,938.4,-777,1218.328182,,,17.352,0.001,21.003,0.119,15.727,0.008,12.557,0.024,11.984,0.019,11.443,0.019,,,,,,0.03,0.01,0.01,14.45,0.01,11.138,0.044,10.868,0.021,10.52,0.1,8.353,,13.553,0.055,12.499,0.024,12.057,0.019,11.419,0.019,,19.36000046,16.63,14.89000031,13.81599981
2MASS J00315477+0649463,7.9782,6.8296,,7,25.33,0.12,278.4,43.9,281.8399723,,,17.117,0.001,20.274,0.053,15.549,0.005,12.82,0.024,12.184,0.027,11.718,0.023,,,,,0.03,0.02,0.01,0,14.44,0,11.504,0.022,11.286,0.022,11.279,0.223,8.695,0.502,13.591,0.002,12.755,0.001,12.146,0.001,11.696,0.001,20.84000023,19.16999992,16.18999947,14.68999954,13.80599958
SIPS J1632-0631,248.2451,-6.5301,,7,20.92,0.1,16.9,-347.9,348.3102353,,,17.175,0.001,20.411,0.084,15.591,0.005,12.742,0.023,12.045,0.024,11.621,0.024,,,,,0.06,0.03,0,0,14.44,0.01,11.353,0.022,11.117,0.021,10.787,0.178,8.142,,,,,,,,,,21.25000008,19.19000038,16.33000076,14.71,13.80599958
2MASS J23343945+1933041,353.6642,19.5511,,8,26.01,0.13,-225.4,-114.2,252.6792433,,,17.056,0.001,19.733,0.105,15.503,0.004,12.776,0.021,12.049,0.017,11.618,0.018,,,,,0.05,0.01,0.01,0,14.44,0,11.345,0.022,11.189,0.02,10.71,0.106,8.771,,,,,,,,,,20.39999969,18.77000031,16.11999977,14.64999958,13.80599958
2MASS J08105865+1420390,122.7444,14.3441,,8,23.82,0.1,-48.6,-126.2,135.234611,,,17.127,0.001,20.264,0.064,15.546,0.005,12.734,0.022,12.053,0.022,11.592,0.02,,,,,0.02,0.01,0,0,14.43,0,11.411,0.024,11.198,0.022,11.037,0.165,8.973,,,,,,,,,,20.92000015,19.15999969,16.22000015,14.68999954,13.79600031
TVLM 868-110639,227.5702,-2.6856,M9.3,9,18.05,0.13,-387.5,21.8,388.1127285,,,17.238,0.002,20.28,0.13,15.638,0.012,12.614,0.023,11.842,0.021,11.347,0.021,,,,,0.01,0.01,0,0,14.43,0,10.952,0.022,10.675,0.02,10.21,0.066,8.978,,13.494,0.002,12.543,0.001,11.981,0.001,11.315,0.001,21.27000053,19.18000015,16.42000092,14.77999969,13.79600031
2MASS J09312823+0528223,142.8676,5.4729,,7,28.32,0.14,-132.9,-194.6,235.6513739,,,16.956,0.003,19.951,0.086,15.434,0.01,12.864,0.027,12.226,0.023,11.796,0.021,,,,,0.02,0.01,0.01,0,14.42,0,11.535,0.022,11.305,0.021,10.961,0.14,8.411,,13.585,0.002,12.754,0.001,12.207,0.001,11.765,0.001,20.38999947,18.77000031,15.98000038,14.56000038,13.78600008
2MASS J14211873-1618201,215.328,-16.3057,,7.5,25.15,0.14,-245.9,-66.9,254.838027,,,17.181,0.004,20.498,0.124,15.558,0.009,12.755,0.023,12.082,0.022,11.67,0.027,,,,,0.04,0.01,0,0,14.42,0,11.337,0.022,11.114,0.021,10.671,0.091,9.071,,,,,,,,,,21.14999969,19.29000076,16.19999969,14.67000004,13.78600008
2MASS J04433761+0002051,70.9067,0.0348,L0: VL-G,9,21.09,0.08,56.2,-106.6,120.5072612,,,17.333,0.002,20.738,0.09,15.677,0.009,12.507,0.026,11.804,0.021,11.216,0.021,,,,,0.07,0.02,0,0,14.4,0,10.831,0.023,10.481,0.021,10.084,0.067,8.357,,13.398,0.056,12.447,0.026,11.858,0.021,11.176,0.021,21.59000023,19.49999985,16.58999908,14.84000011,13.76599962
2MASS J03140344+1603056,48.5143,16.0515,L0: FLD-G,10,13.62,0.05,-244.2,-55.9,250.5163667,,,17.232,0.002,20.461,0.103,15.633,0.005,12.526,0.024,11.823,0.021,11.238,0.021,,,,,0.03,0.01,0,0,14.39,0,10.929,0.022,10.649,0.021,10.061,0.06,8.607,,13.511,0.055,12.467,0.024,11.868,0.021,11.208,0.021,21.15999992,18.95000061,16.42999924,14.82999989,13.75600034
2MASS J13113921+8032219,197.9135,80.5394,,8,33.8,0.5,221.4,-191,292.402052,,,17.112,0.003,20.359,0.088,15.485,0.007,12.764,0.022,12.119,0.031,11.684,0.021,,,,,0.06,0.02,0,0,14.38,0,11.47,0.023,11.242,0.021,10.99,0.083,9.456,,,,,,,,,,21.03999908,19.20000061,16.15000046,14.60999962,13.74600011
2MASSW J1645221-131951,251.342,-13.3312,,11.5,11.259,0.018,-361.5,-806.8,884.0862458,,,17.228,0.001,20.525,0.084,15.617,0.006,12.451,0.028,11.685,0.026,11.145,0.026,,,,,0.05,0.02,0,0,14.38,0,10.801,0.023,10.535,0.021,9.903,0.063,8.862,0.479,13.467,0.058,12.37,0.03,11.71,0.03,11.11,0.03,21.50000008,19.01000008,16.44999969,14.80000015,13.74600011
TVLM 831-154910,42.5486,-1.8582,M7.3 VL-G,7.3,50.2,0.4,77.8,-44.8,89.77683443,,,16.753,0.002,19.456,0.062,15.281,0.007,12.886,0.028,12.278,0.019,11.909,0.019,,,,,0.01,0.01,0,0,14.35,0,11.709,0.023,11.455,0.023,11.321,0.243,9.078,,13.541,0.057,12.858,0.028,12.329,0.019,11.881,0.019,19.85000046,18.29999908,15.67999924,14.40999981,13.71600038
LSR J0602+3910,90.6269,39.1829,L2: INT-G,11,11.681,0.023,157.6,-506.2,530.1662004,,,17.256,0.002,20.934,0.119,15.61,0.013,12.3,0.022,11.451,0.02,10.865,0.02,,,,,,0.03,0.01,0,14.34,0.01,10.418,0.023,10.135,0.021,9.655,0.049,8.481,,13.348,0.055,12.232,0.022,11.506,0.02,10.833,0.02,,19.11000046,16.50000084,14.84000011,13.70600015
2MASS J13480100-0304328,207.0042,-3.0759,,7,26.73,0.14,202.3,-411.8,458.8077266,,,16.915,0.002,19.972,0.067,15.379,0.01,12.741,0.027,12.087,0.024,11.656,0.027,,,,,0.09,0.04,0.03,0,14.34,0,11.472,0.023,11.257,0.022,10.955,0.11,9.152,,,,,,,,,,20.39999969,18.72999939,15.92999924,14.49999996,13.70600015
LSPM J2010+0632B,302.6475,6.5769,M8.5,8.5,16.13,0.04,47.9,-210.6,215.9786332,,,17.14,0.001,20.654,0.156,15.516,0.008,12.533,0.024,11.886,0.021,11.425,0.021,,,,,0.04,0.02,0.01,0,14.33,0,11.132,0.034,10.848,0.034,10.399,0.087,8.781,,,,,,,,,,21.23999985,19.29000076,16.33000076,14.68999954,13.69599992
2MASS J10554733+0808427,163.9473,8.1453,,8,18.75,0.05,-328.1,-134.5,354.5981669,,,17.089,0.002,20.309,0.143,15.502,0.008,12.55,0.026,11.873,0.021,11.368,0.023,,,,,0.02,0.01,0,0,14.31,0.01,11.093,0.022,10.877,0.021,10.459,0.077,8.955,,13.373,0.002,12.458,0.001,11.914,0.001,11.34,0.001,21.17000015,19.21999916,16.25000084,14.64000031,13.67600042
2MASS J11414406-2232156,175.4335,-22.5375,,7.5,19,0.07,-167.7,405.1,438.4396196,,,17.039,0.001,20.637,0.07,15.437,0.005,12.633,0.023,11.996,0.024,11.569,0.023,,,,,0.02,0.03,0,0.01,14.3,0.01,11.295,0.023,11.045,0.02,10.712,0.123,8.409,,13.456,0.055,12.598,0.023,12.054,0.024,11.546,0.023,21.13999947,19.28000053,16.17000092,14.56999966,13.66600019
BRI B1222-1222,186.2174,-12.6433,,9,17.21,0.06,-305.6,-187.5,358.5353679,,,17.113,0.002,19.685,0.23,15.519,0.008,12.571,0.024,11.822,0.025,11.353,0.025,,,,,0.05,0.02,0.01,0.01,14.3,0.01,11.048,0.023,10.817,0.02,10.417,0.086,8.503,,13.438,0.055,12.538,0.024,11.882,0.025,11.331,0.025,21.10000046,19.11000046,16.27999962,14.65999981,13.66600019
2MASS J14032232+3007547,210.8429,30.1318,,8.5,19.81,0.08,-797.7,42.8,798.8473759,,,17.051,0.001,20.379,0.157,15.452,0.008,12.684,0.023,12,0.023,11.602,0.021,,,,,0.05,0.01,0.01,0,14.3,0.01,11.299,0.023,11.069,0.02,10.796,0.086,8.542,,,,,,,,,,20.97999962,19.20000061,16.16000069,14.59000011,13.66600019
2MASS J17071830+6439331,256.8263,64.6592,,9,18.06,0.04,229,-94.8,247.8468075,,,17.031,0.001,20.253,0.049,15.423,0.004,12.539,0.024,11.793,0.028,11.375,0.023,,,,,0.05,0.01,0,0,14.26,0,11.071,0.023,10.843,0.02,10.498,0.041,9.318,,,,,,,,,,20.83,19.01000008,16.17999924,14.56999966,13.62600023
2MASS J23494899+1224386,357.4542,12.4107,,8,22.44,0.09,31,-192.5,194.9801272,,,16.887,0.002,,,,,12.601,0.022,11.965,0.02,11.557,0.018,,,,,0.02,0.01,0,0,14.26,0,11.335,0.022,11.128,0.021,11.037,0.137,8.841,,13.369,0.002,12.535,0.001,12.143,0.001,11.618,0.001,20.73999985,19.02000031,15.98000038,14.48000046,13.62600023
2MASS J02402950+2832576,40.123,28.5492,,7.5,34.3,0.3,50.5,-201.3,207.5378038,,,16.856,0.003,19.825,0.06,15.298,0.01,12.674,0.021,12.034,0.022,11.633,0.02,,,,,0.03,0.01,0,0,14.24,0.01,11.377,0.022,11.178,0.02,11.125,0.177,8.815,,,,,,,,,,20.37000092,18.71000084,15.86999977,14.40999981,13.60599977
LP 415-20,65.4565,19.4857,,7.5,39.7,0.8,128.7,-35.8,133.586414,,,16.667,0.002,19.357,0.028,15.157,0.004,12.711,0.021,12.06,0.022,11.668,0.02,,,,,0.01,0,0,0,14.23,0,11.427,0.023,11.235,0.022,10.65,0.102,7.333,0.161,,,,,,,11.655,0.001,19.86000069,18.19000038,15.63,14.31999966,13.59599954
2MASS J23364395+2153388,354.1831,21.8941,,7,28.03,0.1,222.7,-35.3,225.4803317,,,16.719,0.001,19.712,0.034,15.205,0.006,12.709,0.024,12.125,0.031,11.719,0.019,,,,,0.02,0.01,0,0,14.23,0,11.516,0.023,11.29,0.022,10.814,0.111,8.382,,,,,,,,,,20.15999992,18.54000076,15.69999969,14.34000011,13.59599954
2MASS J23515044-2537367,357.9603,-25.6269,M8,8,20.37,0.17,356.6,186.4,402.378578,,,17.038,0.005,,,,,12.471,0.026,11.725,0.026,11.269,0.026,,,,,0.04,0,0,0,14.23,0,10.951,0.023,10.697,0.021,10.262,0.073,8.529,,13.363,0.056,12.433,0.026,11.787,0.026,11.248,0.026,21.09000023,19.13000092,16.18999947,14.59000011,13.59599954
2MASS J03144011-0450316,48.6671,-4.8422,,7.5,34.55,0.27,-90.6,-109,141.7369394,,,16.796,0.004,,,,,12.64,0.024,12.003,0.025,11.602,0.025,,,,,0.02,0.01,0,0,14.22,0,11.358,0.024,11.143,0.021,10.797,0.101,8.756,,,,,,,,,,20.42000015,18.76000008,15.89000023,14.39000031,13.58600027
2MASS J20140359-2016217,303.5152,-20.2727,,7.5,29.2,0.7,189.5,-52.4,196.6113171,,,16.885,0.004,19.725,0.078,15.256,0.004,12.537,0.024,11.846,0.025,11.447,0.026,,,,,0.02,0.01,0,0,14.22,0,11.158,0.023,10.946,0.021,10.461,0.098,8.469,,,,,,,,,,20.45999916,18.66999992,15.86999977,14.42000004,13.58600027
2MASS J00192626+4614078,4.8594,46.2355,M8: INT-G,8,38.33,0.25,111.7,-80.7,137.8019593,,,16.802,0.001,19.816,0.053,15.268,0.004,12.603,0.021,11.94,0.014,11.502,0.014,,,,,0.01,0.01,0,0,14.21,0,11.28,0.023,11.018,0.02,10.739,0.075,9.434,,13.315,0.054,12.548,0.021,11.98,0.014,11.47,0.014,20.36000069,18.64999947,15.83999908,14.39999958,13.57600004
2MASS J05441150-2433018,86.048,-24.5507,,8,20.62,0.06,180.8,-682.4,705.9450404,,,16.941,0.001,20.282,0.056,15.36,0.005,12.532,0.022,11.874,0.026,11.463,0.024,,,,,0.04,0.08,0,0,14.19,0,11.186,0.023,10.939,0.02,10.808,0.094,9.183,,13.324,0.055,12.506,0.022,11.932,0.026,11.437,0.024,20.75000008,18.96999916,16.06000031,14.49999996,13.55599958
BR B0246-1703,42.1708,-16.8561,,8,22.45,0.08,-25.7,-281.3,282.4715561,,,16.866,0.002,19.757,0.098,15.302,0.008,12.551,0.022,11.872,0.021,11.422,0.021,,,,,0.04,0.01,0,0,14.18,0,11.18,0.022,10.992,0.021,10.754,0.08,8.935,,13.355,0.059,12.5,0.03,11.81,0.03,11.45,0.03,20.60000046,18.79999908,15.95999992,14.43999954,13.54600031
SDSS_J125222.63+025205.7,193.0943451,2.868315327,M8V,8,34.3513,0.3852,28.424,-287.144,288.5473973,21,2,16.983702,0.005835,19.775494,0.051313,15.197777,0.004522,,,,,,,20.534,18.836,16.118,14.562,0.0176,0.0172,0.0031,0.0024,14.163,0.0055,11.228,0.013,11.009,0.009,10.613,0.105,8.27,,13.274,0.002,12.462,0.001,11.902,0.001,11.428,0.001,20.36549957,18.59819969,15.77669991,14.32740017,13.52900011
LP 213-68,161.8074,40.447,M8.2,8,25.7,0.3,-295.2,-34.1,297.1630024,,,16.931,0.002,20.182,0.107,15.31,0.007,12.436,0.022,11.696,0.018,11.254,0.018,,,,,0.02,0.01,0,0,14.14,0,10.959,0.023,10.702,0.02,10.328,0.07,8.991,0.472,13.266,0.055,12.406,0.022,11.752,0.018,11.23,0.018,20.87999924,19.03000053,16.02999962,14.48000046,13.50600034
2MASSI J1411213-211950,212.8388,-21.3307,M8: INT-G,9,45,0.6,-85.2,-78.1,115.5796262,,,16.852,0.004,,,,,12.437,0.022,11.826,0.021,11.33,0.021,,,,,0.03,0.01,0,0,14.14,0,11.079,0.023,10.819,0.022,10.611,0.075,8.561,,13.224,0.055,12.4,0.022,11.887,0.021,11.302,0.021,20.77000053,19.02000031,15.97000015,14.42000004,13.50600034
2MASS J03283463+1129515,52.1443,11.4977,,8,17.89,0.05,535.4,265.3,597.5259409,,,16.862,0.002,20.378,0.12,15.287,0.006,12.463,0.023,11.784,0.03,11.33,0.02,,,,,0.04,0.06,0,0.01,14.13,0,11.063,0.023,10.814,0.02,10.355,0.083,8.537,,,,,,,,,,20.92000015,19.06999954,15.98000038,14.39999958,13.49600011
2MASS J04351455-1414468,68.8107,-14.2463,M7: VL-G,8,136.8,2.8,-1.4,9,9.108238029,,,17.081,0.001,20.272,0.063,15.317,0.007,11.879,0.029,10.622,0.021,9.951,0.021,,,,,0.05,0.02,0,0.01,14.13,0.01,9.725,0.023,9.267,0.02,9.075,0.03,8.171,0.251,13.044,0.058,11.812,0.029,10.68,0.021,9.9,0.021,21.70999916,19.29999908,16.23000038,14.53999992,13.49600011
2MASS J00044144-2058298,1.1728,-20.975,,8,15.08,0.04,751.9,91.9,757.4953597,,,16.869,0.001,20.484,0.099,15.249,0.005,12.404,0.022,11.834,0.019,11.396,0.023,,,,,0.06,0.01,0,0,14.06,0.01,11.056,0.023,10.745,0.02,10.273,0.067,8.926,,,,,,,,,,20.93000038,18.98999962,16.03999985,14.39999958,13.42600042
LHS 2195,147.3426,8.1125,M8.5,8,16.53,0.05,40.1,-892.6,893.500291,,,16.791,0.002,19.965,0.13,15.179,0.016,12.305,0.023,11.633,0.029,11.206,0.029,,,,,0.01,0.01,0,0.01,14.03,0.01,10.921,0.024,10.699,0.021,10.411,0.077,9.123,,13.124,0.002,12.212,0.001,11.713,0.001,11.243,0.001,20.80999954,18.93000015,15.92000092,14.32999989,13.39599973
2MASS J13322442-0441126,203.102,-4.6868,,7.5,,,46.9,17.9,50.1998008,,,16.727,0.006,19.804,0.096,15.075,0.009,12.369,0.027,11.73,0.022,11.283,0.019,,,,,0.02,0.01,0,0,14.03,0,11.059,0.022,10.863,0.02,10.711,0.086,8.744,,,,,,,,,,20.31999977,18.55999931,15.70999992,14.23999973,13.39599973
2MASS J17072343-0558249,256.8476,-5.9737,L1,9,11.76,0.06,91.3,12.2,92.11150851,,,16.942,0.003,20.42,0.142,15.236,0.028,12.052,0.023,11.26,0.024,10.711,0.024,,,,,0.03,0.01,0.01,0.01,14.03,0.01,10.236,0.023,9.955,0.02,9.399,0.045,8.392,,12.993,0.055,12.01,0.023,11.32,0.024,10.691,0.024,21.12000092,18.68000015,16.14000023,14.47000023,13.39599973
2MASS J14480337+1554149,222.0138,15.9042,,7,29.75,0.14,-555,97.9,563.5684608,,,16.44,0.001,19.247,0.032,14.958,0.009,12.483,0.023,11.84,0.022,11.475,0.02,,,,,0.01,0.01,0,0,14.02,0.01,11.229,0.023,11.035,0.021,10.727,0.091,9.287,,,,,,,,,,19.62000092,17.94000038,15.38,14.09000011,13.38600046
2MASS J15460540+3749458,236.5225,37.8294,,7.5,35.32,0.17,-34.7,-128,132.6200965,,,16.531,0.001,19.444,0.04,15.005,0.005,12.435,0.024,11.791,0.029,11.407,0.02,,,,,0.01,0,0,0,14.01,0,11.191,0.023,11.006,0.02,10.682,0.061,9.359,,,,,,,,,,19.95000084,18.26000008,15.53999985,14.15999981,13.37600023
2MASS J10544168+1214084,163.6737,12.2357,,7.5,33.59,0.2,101,-66.5,120.9266306,,,16.477,0.001,19.362,0.076,14.974,0.004,12.46,0.023,11.82,0.025,11.446,0.019,,,,,0.02,0.01,0,0,13.98,0,11.241,0.022,11.008,0.021,10.746,0.112,8.716,,13.13,0.001,12.382,0.001,11.918,0.001,11.462,0.001,19.87999924,18.22999939,15.45999992,14.09000011,13.34599954
2MASS J17312974+2721233,262.8739,27.3565,L0: FLD-G,10,11.942,0.017,-84,-251.1,264.7776614,,,16.804,0.001,19.86,0.069,15.206,0.006,12.094,0.027,11.391,0.021,10.914,0.021,,,,,0.02,0.02,0,0,13.97,0,10.611,0.023,10.34,0.02,9.875,0.043,8.949,,13.058,0.057,12.053,0.027,11.452,0.021,10.893,0.021,20.77000053,18.57999977,16.00999916,14.39000031,13.33600027
2MASSW J2206228-204705,331.5951,-20.7852,M8,8,27.9,0.8,24.2,-36,43.37787454,,,16.666,0.005,,,,,12.37,0.022,11.684,0.027,11.315,0.027,,,,,0.02,0.01,0,0,13.97,0,11.06,0.022,10.843,0.02,10.474,0.097,8.854,0.498,,,12.321,0.022,11.72,0.022,11.289,0.027,20.47999962,18.74999985,15.70999992,14.22000023,13.33600027
LP 460-44,338.9547,18.675,,7,25.03,0.09,325.5,32.8,327.148422,,,16.453,0.001,19.359,0.029,14.947,0.004,12.393,0.02,11.773,0.02,11.365,0.02,,,,,0.01,0.01,0.01,0,13.96,0,11.177,0.024,10.965,0.021,10.609,0.085,9.057,,,,,,,,,,19.70000084,18.15999969,15.45999992,14.09000011,13.32600004
2MASS J01483864-3024396,27.1609,-30.411,,7.5,24.33,0.24,-85.8,42.8,95.88263659,,,16.603,0.001,19.936,0.048,15.042,0.005,12.302,0.024,11.648,0.022,11.227,0.024,,,,,0,0.01,0,0,13.95,0,10.943,0.023,10.712,0.021,10.35,0.064,9.013,,,,,,,,,,20.29999931,18.70000061,15.68999947,14.18000027,13.31599981
2MASS J08151407+1030117,123.8087,10.5032,,7,25.7,0.13,-74.7,51.5,90.73224344,,,16.429,0.001,19.245,0.032,14.908,0.003,12.423,0.024,11.739,0.03,11.334,0.023,,,,,0.02,0.01,0,0,13.95,0,11.062,0.023,10.818,0.02,10.402,0.085,8.889,,,,,,,,,,19.78999908,18.13000092,15.40999973,14.07999989,13.31599981
LSPM J1440+1339,220.0955,13.6562,,8,25.67,0.09,-144.9,-299.9,333.0705931,,,16.403,0.001,19.203,0.037,14.902,0.005,12.395,0.022,11.71,0.02,11.337,0.02,,,,,0.02,0,0,0,13.94,0,11.091,0.023,10.936,0.02,10.648,0.079,8.789,,13.076,0.002,12.304,0.001,11.76,0.001,11.348,0.001,19.72999962,18.04000076,15.40000046,14.03999992,13.30599958
2MASS J10031918-0105079,150.8298,-1.0856,,7,20.13,0.1,-499.5,45.5,501.5680412,,,16.553,0.003,19.806,0.079,14.999,0.01,12.327,0.023,11.667,0.023,11.236,0.021,,,,,0.02,0.02,0.01,0,13.93,0.01,11.039,0.023,10.825,0.02,10.474,0.081,8.983,,13.029,0.001,12.216,0.001,11.708,0.001,11.27,0.001,20.25000008,18.55999931,15.60000027,14.11999985,13.29600031
2MASS J03300506+2405281,52.5213,24.0911,,7,37.3,0.4,178.4,-45.6,184.1356022,,,16.297,0.002,18.921,0.024,14.828,0.009,12.386,0.023,11.751,0.022,11.385,0.018,,,,,0.02,0.01,0.01,0,13.92,0.01,11.17,0.023,10.939,0.021,10.586,0.103,8.695,,13.092,0.001,12.34,0.002,11.818,0.001,11.327,0.001,19.40999992,17.76000008,15.27999962,13.98999973,13.28600008
LHS 2924,217.1801,33.1776,M9,9,10.989,0.016,-344,-707.1,786.3373386,,,16.63,0.001,19.805,0.034,15.037,0.005,11.99,0.021,11.225,0.024,10.744,0.024,,,,,0.04,0.01,0,0.01,13.85,0.01,10.428,0.022,10.162,0.02,9.646,0.036,9.437,0.541,12.854,0.021,11.91,0.03,11.27,0.03,10.72,0.03,20.64999969,18.32999977,15.83999908,14.22000023,13.21600038
2MASS J20370715-1137569,309.2798,-11.6326,,8,21.42,0.06,-4.1,-372.8,372.8225449,,,16.409,0.001,19.621,0.049,14.856,0.004,12.272,0.028,11.629,0.022,11.257,0.019,,,,,0.01,0.01,0.01,0,13.85,0.03,11.056,0.023,10.823,0.02,10.472,0.096,8.68,,,,,,,,,,20.00000008,18.40999969,15.48000038,13.99999996,13.21600038
2MASS J08072607+3213101,121.8586,32.2195,,8,18.88,0.06,-368.6,-250.9,445.8887417,,,16.514,0.001,19.504,0.051,14.939,0.009,12.168,0.024,11.455,0.03,11.051,0.025,,,,,0.03,0.03,0,0.01,13.84,0.02,10.792,0.023,10.583,0.021,10.275,0.076,8.844,,,,,,,,,,20.17000015,18.31999954,15.66000069,14.10000034,13.20600015
2MASS J18451889+3853248,281.3287,38.8902,,8,18.22,0.03,202.4,352.8,406.7352948,,,16.51,0.001,19.813,0.069,14.948,0.004,12.214,0.022,11.461,0.026,11.047,0.02,,,,,0.02,0.01,0.01,0,13.84,0,10.813,0.023,10.639,0.02,10.306,0.057,9.005,,,,,,,,,,20.31999977,18.49999985,15.59000004,14.07999989,13.20600015
2MASS J10240997+1815533,156.0415,18.2647,,8,34.5,0.5,-159.5,-69.1,173.8247969,,,16.289,0.003,19.06,0.033,14.772,0.004,12.275,0.021,11.62,0.021,11.239,0.021,,,,,0.01,0.01,0,0,13.83,0,10.991,0.023,10.799,0.022,10.791,0.107,9.084,0.495,,,,,,,,,19.53000076,17.90999969,15.27000034,13.92000004,13.19599992
2MASSI J0335020+234235,53.7587,23.7098,M7: VL-G,8.5,51.2,0.4,48,-66.5,82.01371836,,,16.317,0.001,19.236,0.044,14.809,0.005,12.25,0.021,11.655,0.017,11.261,0.017,,,,,0.01,0.01,0,0,13.82,0,11.056,0.084,10.774,0.02,10.562,0.099,8.937,,12.865,0.001,12.154,0.001,11.689,0.001,11.222,0.001,19.63999947,18.07999977,15.31000031,13.93999954,13.18599969
2MASS J23371491-0838084,354.3122,-8.6356,,7,30.7,0.14,226.8,27.3,228.4371467,,,16.374,0.002,19.206,0.076,14.844,0.005,12.189,0.026,11.608,0.032,11.189,0.023,,,,,0.02,0.01,0,0,13.8,0,10.929,0.023,10.707,0.021,10.403,0.077,8.743,,,,,,,,,,19.78999908,18.27000031,15.40000046,13.98999973,13.16600019
