NAME,RA,DECL,LIT_SPT_NUM,LIT_SPT_NUM,LIT_METAL_NUM,CAT_PMRA,CAT_PMDEC,CAT_PMRA_E,CAT_PMDEC_E,CAT_PMTOT,CAT_PMTOT_E,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,GAIA_G,GAIA_B,GAIA_R,GAIA_Ge,GAIA_Be,GAIA_Re,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_Ge,PANSTARRS_R,PANSTARRS_Re,PANSTARRS_I,PANSTARRS_Ie,PANSTARRS_Z,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye
WISEA J011639.05−165420.5,19.1638417,-16.90569849,10.0,10,-1,0.65486,0.07427,0.0111,0.0104,0.659058155628166,0.0110913874567808,14.755,0.026,14.441,0.03,20.064968,21.71854322,18.5132509,0.09290731177,0.7233067067,0.2106587098,15.807,0.062,15.334,0.089,14.971,0.128,,,22.149157,0.033546,19.207401,0.004141,17.7455,0.002399,16.597161,0.005147
2MASS J15522538+0951585,238.1045863,9.864878332,7.0,7,-1,-0.26711,-0.26561,0.0096,0.011,0.376691417741366,0.0103198253258985,14.772,0.016,14.556,0.02,19.4766567,21.38624167,18.057858,0.09915762118,0.5563133547,0.176781921,15.923,0.088,15.36,0.082,15.164,0.147,22.30545,0.050989,20.914293,0.014475,18.515625,0.005293,17.467554,0.002471,16.5174,0.0046
2MASS J12451711+6016103,191.3182143,60.26814905,8.5,8.5,-1,-0.31649,-0.24649,0.0085,0.0093,0.401152390245901,0.0088105833197648,14.775,0.018,14.567,0.02,18.8514755,20.84005527,17.5242388,0.06656304613,0.4516144642,0.1589223676,15.663,0.056,15.297,0.104,15.086,0.115,21.696810000000000,0.127662,19.90735,0.052726,18.0728,0.0043,17.140625,0.00891,16.2649,0.0042
LSPM J1351+5506,207.8669205,55.11504469,7.0,7,-2,-0.27429,-0.1649,0.0094,0.01,0.320042206747798,0.0095629572596643,14.78,0.015,14.641,0.017,18.4486775,20.056671,17.24546,0.05703108804,0.3532851673,0.1487035953,15.6057024,0.008287245408,15.135,0.084,15.068,0.127,20.858503000000000,0.060651,19.012447,0.026302,17.6907,0.009,17.020073,0.007065,16.2338,0.0133
2MASS J20115649-6201127,302.9884639,-62.0220857,8.0,8,-1,0.3169,-0.443,0.0149,0.0162,0.544678446425044,0.0157719457911237,14.782,0.082,14.515,0.083,19.6761379,21.61632333,18.1739492,0.08112780026,0.5752750861,0.2040118522,15.4936,0.0065,15.099,0.092,14.7312,0.009,,,,,,,17.944,0.031,16.412875,0.01181
2MASS J15561873+1300527,239.0773986,13.01468753,8.0,8,-1,-0.13146,0.03612,0.0103,0.0118,0.136331896487946,0.0104123452685437,14.792,0.017,14.517,0.019,20.3555599,21.62358015,18.8640153,0.0971202116,0.5533159186,0.2244672458,15.98165703,0.01345499512,15.779,0.157,14.846,0.102,24.664,0.587,22.518522,0.069851,19.8637,0.0092,18.037422,0.004447,16.9787,0.006
2MASS J00554279+1301043,13.92786475,13.01699983,7.0,7,-1,-0.07295,-0.20117,0.0138,0.0131,0.213988484269598,0.0131832608541849,14.811,0.017,14.593,0.025,19.216537,21.16825604,17.88846,0.0742133205,0.6113638659,0.1831999836,15.783,0.007,15.283,0.008,14.926,0.011,21.984917000000000,0.029273,20.397875,0.013349,18.4718,0.006,17.401169,0.002709,16.4857,0.0106
2MASS J14120397+1216100,213.0157721,12.26922495,15.0,15,-1,-0.27206,-0.00945,0.0097,0.0113,0.272224073329307,0.00970208689881666,14.82,0.016,14.525,0.02,,,,,,,16.325,0.01,15.851,0.014,15.43,0.015,25.535,0.561,23.328125,0.187866,21.349800000000000,0.0341,18.953125,0.011337,17.7517,0.0305
2MASS J12191495+0810307,184.8109254,8.173516877,7.0,7,-1,-0.26189,-0.34105,0.0121,0.0136,0.430001714647744,0.0130637080304479,14.826,0.017,14.564,0.022,19.4372017,21.18603862,18.0239158,0.08581405528,0.564191054,0.1966160737,15.74,0.007,15.34,0.008,14.936,0.011,22.317580000000000,0.053391,20.789137,0.025927,18.7056,0.0087,17.42852,0.003873,16.4959,0.0198
LHS 1265,23.74580671,-9.081123311,9.5,9.5,-2,-0.09488,-0.61823,0.0119,0.0176,0.625468262424242,0.0174897304412914,14.827,0.063,14.687,0.065,17.95098,19.414793,16.801009,0.0503355169,0.2599952278,0.1111979168,15.2483,0.0037,,,14.551,0.006,19.9375,0.016403,18.390625,0.006561,17.1875,0.004707,16.671875,0.003674,15.8035,0.007305
WISEA J030119.39−231921.1,45.33128496,-23.32285518,21.0,21,-1,0.24571,-0.11959,0.0097,0.0094,0.273267583514767,0.00964326666654777,14.851,0.018,14.117,0.016,,,,,,,16.5853,0.0131,15.8,0.158,15.579,0.234,,,,,22.389727,0.047452,19.551702,0.00938,18.057633,0.015772
2MASS J14183233+0253259,214.6347632,2.889065688,10.0,10,-1,-0.02447,-0.27219,0.0099,0.0107,0.273287718348264,0.0106938241534773,14.852,0.016,14.478,0.019,20.5511138,20.51125369,19.0615397,0.1456180577,0.8402485777,0.3078834872,15.999,0.01,15.6398,0.0099,15.185,0.013,,,22.441738,0.070582,20.098300000000000,0.0137,18.142225,0.005109,17.0604,0.0084
WISEA J101329.72−724619.2,153.3719566,-72.7714465,12.0,12,-1,-0.37295,0.3926,0.0095,0.0106,0.541503889644387,0.0100931730321875,14.919,0.061,14.627,0.061,20.8880499,20.40232118,19.233377,0.1618210765,0.9680921469,0.3867806532,15.9335,0.0356,15.437,0.106,14.9374,0.022,,,22.905066,0.084857,,,18.870000000000000,0.025,,
2MASS J15412408+5425598,235.3495718,54.4328557,7.5,7.5,-1,-0.11732,-0.06667,0.0081,0.0097,0.134940250851997,0.00851834078618804,14.943,0.014,14.773,0.016,20.1330848,21.77821974,18.680354,0.0993521486,0.6393981001,0.2521975779,16.05264473,0.01138958149,15.67,0.167,15.354,0.171,23.152,0.233,21.9089,0.159,19.46,0.0165,17.94386,0.010503,17.0017,0.0126
LSPM J2331+4607N,352.8253266,46.12521318,7.0,7,-1,-0.18407,-0.14054,0.0189,0.0177,0.23158855001921,0.0184671493290583,15.031,0.024,14.874,0.029,19.7208788,21.42456605,18.2971752,0.09119697827,0.4674712122,0.2075199319,,,15.564,0.13,15.177,0.135,22.794,0.135,21.375,0.0759,18.9767,0.0136,17.964400000000000,0.0082,16.806,0.0063
2MASS J05325346+8246465,83.30305084,82.77126852,17.0,17,-2,2.0993,-1.7627,0.0099,0.0102,2.74119896760523,0.0100251387027962,15.044,0.042,14.529,0.045,,,,,,,,,,,,,,,,,20.3119,0.057,18.0932,0.0022,16.3137,0.0034
2MASS J16403197+1231068,250.1320587,12.51773027,10.0,10,-2,-0.22658,-0.12504,0.0128,0.0141,0.258792383968308,0.0131150206480365,15.071,0.018,14.889,0.024,19.8144503,21.57960499,18.3657421,0.08205887423,0.5922405686,0.1788691728,15.94800949,0.01014014799,15.605,0.112,15.52,,23.161,0.229,21.834099,0.04893,,,17.734375,0.006168,16.8084,0.044
LSPM J0330+3504,52.57286347,35.08265178,7.0,7,-1,0.19356,-0.10457,0.0157,0.0146,0.220000814771219,0.015458327736251,15.082,0.019,14.894,0.03,19.031136,20.50905917,17.8728005,0.08171796419,0.3976713455,0.2101734553,16.003,0.105,15.342,0.134,15.327,0.149,20.9002,0.0368,19.4267,0.0069,18.3202,0.0076,17.7914,0.008,16.9001,0.0144
2MASS J02053376+1238242,31.39037807,12.63856366,8.0,8,-1,-0.02414,-0.29849,0.0143,0.0135,0.299464554997749,0.0135053514149693,15.104,0.018,14.905,0.028,18.9369242,20.98216283,17.6895075,0.08611666182,0.5595958046,0.2278380831,15.872,0.008,15.709,0.012,15.59,0.018,21.572200000000000,0.030051,19.743183,0.010044,18.1649,0.0044,17.353937,0.002788,,
LEHPM 2-59,73.04185224,-22.75614993,8.5,8.5,-2,0.02071,-0.822,0.0148,0.0125,0.822260849183518,0.0125015931760603,15.106,0.047,14.929,0.05,18.3813057,20.1513357,17.137067,0.05067367923,0.3055267421,0.1136998525,15.4407,0.0069,,,15.164,0.0143,20.930174,0.019259,19.08701,0.006187,17.444798000000000,0.003094,16.866398,0.002772,16.006625,0.005373
2MASS J12204296+6205315,185.1740934,62.09064267,7.0,7,-1,-0.56462,-0.27157,0.0164,0.0104,0.626534922649967,0.0154515183737821,15.112,0.099,14.935,0.106,19.118351,21.43486109,17.689398,0.07161692641,0.5983044071,0.1614301905,15.433,0.053,14.83,0.061,14.73,0.085,22.40625,0.217041,20.675045,0.061895,,,17.125,0.011765,,
ULAS J033351.10+001405.8,53.46522859,0.2346153957,10.0,10,-2,0.65453,-0.05021,0.0148,0.0145,0.656453018120871,0.0147982626160714,15.148,0.019,14.849,0.028,19.9037227,21.65653913,18.4814558,0.1040819708,0.6625572852,0.2516008044,,,,,,,23.397453000000000,0.128879,21.703125,0.06665,19.1844,0.0091,18.0082,0.0162,16.8783,0.0466
2MASS J08220659+0441026,125.527756,4.683248917,10.5,10.5,-1,0.0312,-0.175,0.013,0.0146,0.177759500449343,0.0145533357428855,15.18,0.019,14.933,0.029,20.74902243,22.27534303,19.3099496,0.1790706961,0.6905565622,0.4694661617,16.34,0.009,15.988,0.017,15.57,0.019,24.491000000000000,0.487,22.974775,0.066992,20.325400000000000,0.0265,18.410751000000000,0.006029,17.3474,0.0213
2MASS J04470652-1946392,71.7795033,-19.7793746,7.0,7,-1,0.58608,-0.455,0.0147,0.0239,0.741966822977955,0.01869854021099,15.181,0.112,14.922,0.107,18.6868626,20.61595428,17.353582,0.05206879846,0.4407844867,0.1137854445,15.425,0.0067,,,14.8655,0.0115,21.421875,0.035614,19.78125,0.011497,17.703125,0.004429,16.96875,0.004128,16.065587,0.007347
WISEA J000430.66−260402.3,1.127868278,-26.06823733,22.0,22,-1,0.02852,-0.28664,0.0127,0.0124,0.288055341904989,0.012402976037216,15.193,0.019,14.169,0.018,,,,,,,16.2271,0.0172,15.587,0.129,15.5602,0.0251,,,,,,,20.1159,0.0326,17.9862,0.0321
ULAS J023803.12+054526.1,39.5133487,5.756697224,10.0,10,-1,0.15623,-0.16113,0.0157,0.0152,0.224434154709126,0.0154443035039735,15.27,0.02,15.008,0.03,,,,,,,16.429,0.012,16.018,0.016,15.588,0.018,24.612000000000000,0.431,22.840523,0.09099,20.4691,0.0163,18.539679,0.005604,,
2MASS J14351706-0147115,218.821937,-1.787506445,9.0,9,-1,0.0852,-0.19087,0.0134,0.0161,0.2090224794131,0.0156836338345007,15.294,0.019,15.098,0.03,20.4482792,21.30798954,18.9881818,0.1273322309,0.7640907603,0.3367078192,16.389,0.014,15.969,0.016,15.62,0.021,24.941000000000000,0.655,22.978,0.22,19.761400000000000,0.0165,18.3125,0.018951,17.2691,0.0133
2MASS J01151621+3130061,18.82133335,31.50103059,8.0,8,-1,0.66739,-0.10854,0.0154,0.0155,0.676158519653491,0.0154025849604376,15.319,0.059,15.073,0.068,20.3624091,20.93667722,18.775986,0.1300661356,0.7147371132,0.3150940164,16.04317284,0.01180943567,,,,,24.0625,0.197144,22.100246,0.052237,20.0744,0.0,18.0625,0.006859,17.0535,0.0044
SDSS J125637.13−022452.4,194.1521719,-2.416142633,13.0,13,-3,-0.4783,-0.31155,0.0151,0.017,0.570818966485873,0.0156900741906534,15.342,0.02,15.074,0.033,19.9993361,21.51160322,18.5317043,0.09764623056,0.5602180284,0.2602790307,,,16.078,0.016,,,,,21.8439,0.161,19.4514,0.0172,18.0951,0.0212,16.8762,0.0105
SDSS J101200.28+204611.6,153.0001087,20.76888092,8.0,8,-2,-0.32111,-0.26051,0.0165,0.0182,0.413493763193594,0.0171949043640842,15.382,0.02,15.203,0.033,19.0389911,20.62442662,17.8286667,0.08007847551,0.4288372527,0.1759842978,16.11390114,0.01121602394,15.692,0.093,15.693,0.176,21.614800000000000,0.030352,19.727573,0.009841,18.3006,0.009,17.5625,0.003928,16.6118,0.0317
LSR J0822+1700,125.6422201,17.0027582,7.5,7.5,-3,0.34878,-0.635,0.0163,0.019,0.724480840602428,0.0184095193388353,15.392,0.067,15.076,0.073,18.6398509,20.3140506,17.414602,0.06158683501,0.4339039667,0.1497056714,15.83105564,0.008803260513,,,,,,,19.25568,0.06282169,17.8701,0.0064,17.1875,0.002666,16.3557,0.0234
LEHPM 1-3365,52.66630616,-23.81269768,7.0,7,-1,0.67502,0.0076,0.0163,0.0097,0.675062782561741,0.0162993328132299,15.402,0.081,15.168,0.085,18.5423248,20.206454,17.328288,0.05012907431,0.2867165562,0.1280488347,15.6629,0.008,,,15.0851,0.0126,20.874489,0.009665,19.175817,0.003158,17.668915000000000,0.001826,17.101242,0.001455,16.257088,0.004018
ULAS J134852.93+101611.8,207.2201443,10.26953808,10.0,10,-1,-0.31895,-0.23526,0.0148,0.0172,0.396328613779021,0.0156876119505269,15.433,0.021,15.094,0.03,,,,,,,16.691,0.01,16.32,0.012,15.871,0.018,24.481,0.473,,,20.6937,0.0237,18.84375,0.013084,17.8227,0.0277
2MASS J08554875+3636020,133.9528746,36.59997543,7.0,7,-2,-0.05473,-0.125,0.0158,0.0171,0.136456487203797,0.0168976267197284,15.481,0.019,15.365,0.038,19.199188,20.72084932,18.0276018,0.07267065204,0.4232722498,0.2011098252,16.40632057,0.01240975503,16.044,0.183,15.823,0.22,21.59375,0.149048,19.722794,0.040841,18.468400000000000,0.0051,17.853638,0.009565,16.9658,0.013
WISE J102757.73+340143.6,156.9904903,34.02769742,8.5,8.5,-1,-0.08809,-0.52004,0.0165,0.0189,0.527448054029968,0.0188372030390756,15.524,0.02,15.304,0.038,19.3457974,21.23991837,18.0226205,0.08493164415,0.5038692462,0.201381071,16.19814301,0.01116523705,15.797,0.161,15.892,0.287,21.968502,0.09031,20.308422,0.023833,18.5819,0.004,17.700068000000000,0.004582,16.8272,0.0082
SDSS J110651.29+044814.9,166.7132139,4.802570604,8.5,8.5,-1,-0.10406,-0.2872,0.0176,0.0222,0.305470659147487,0.0217162237388065,15.541,0.022,15.424,0.044,19.5314966,21.22611466,18.3051251,0.1176842376,0.6523397626,0.2594351228,16.301,0.009,15.778,0.147,15.797,0.021,22.403904,0.041465,20.540821,0.014085,18.55162,0.005936,17.859375,0.00357,17.0042,1E-04
2MASS J08121049+3723223,123.0428819,37.38828661,7.0,7,-2,-0.14531,-0.217,0.0168,0.0186,0.261158947960816,0.018061926417373,15.545,0.022,15.312,0.036,19.1686133,20.72417277,18.002449,0.07965046275,0.4660090451,0.2004693574,16.32990646,0.01408106368,16.173,0.226,15.533,0.183,21.493626000000000,0.108268,19.754688,0.038235,18.413700000000000,0.0086,17.754480000000000,0.009121,,
ULAS J124425.75+102439.3,191.1060521,10.40909012,10.5,10.5,-2,-0.44098,-0.55784,0.0178,0.0191,0.711089886020045,0.0186107928017052,15.563,0.027,15.351,0.052,20.1270393,21.49902074,18.6969153,0.09093244371,0.522514606,0.2050624211,,,,,,,,,22.065504,0.054329,19.078037000000000,0.007328,18.008429,0.005378,17.0556,0.0147
2MASS J13334822+2735115,203.4512836,27.58373044,11.0,11,-1,0.02176,-0.60955,0.0193,0.0213,0.609938275647626,0.0212975738526631,15.564,0.023,15.44,0.04,,,,,,,16.616,0.013,16.27,0.017,15.976,0.021,24.773000000000000,0.653,,,20.331200000000000,0.0185,18.695578000000000,0.008995,17.7295,0.0346
2MASS J01423153+0523285,25.6343421,5.390388381,8.5,8.5,-1,0.66172,-0.22253,0.0199,0.0215,0.698135344542876,0.0200683843077507,15.594,0.117,15.465,0.131,19.2394744,20.8285983,17.8498267,0.07757546967,0.619770906,0.2262692191,15.83,0.008,15.47,0.01,15.276,0.016,22.0653,0.1931,20.566,0.0288,18.4921,0.0048,17.531500000000000,0.0061,16.524,0.0083
BRLT 283,229.2071193,8.602141317,15.0,15,-1,-0.19408,0.04836,0.0184,0.0208,0.200014339485948,0.0185488492706839,15.628,0.022,15.354,0.038,,,,,,,17.349,0.019,16.705,0.025,16.258,0.029,24.455000000000000,0.542,24.18,0.546,21.980095000000000,0.097452,20.191027,0.019397,18.9399,0.0517
ULAS J115826.62+044746.8,179.6109188,4.795293676,9.5,9.5,-1,-0.00887,-0.21555,0.0223,0.0263,0.215732425471926,0.0262937514608098,15.638,0.023,15.508,0.045,20.1794044,21.45246786,18.725952,0.100504847,0.5984934334,0.2435145102,16.504,0.01,16.129,0.02,15.844,0.031,23.729397000000000,0.113672,21.845472,0.038775,19.4891,0.0109,18.185259,0.003124,17.2575,0.0111
2MASS J04524567-3608412,73.19119714,-36.14563597,10.0,10,-2,0.15887,-0.185,0.017,0.0164,0.243853802307858,0.0166573089826492,15.65,0.02,15.477,0.034,20.048372,21.56576816,18.6312692,0.09536500192,0.7404520346,0.2123780589,16.4658,0.0136,16.121,0.169,15.9539,0.0376,23.42979,0.062154,21.613522,0.015871,18.953186000000000,0.003929,18.062494000000000,0.003668,17.199416,0.011185
ULAS J134423.98+280603.8,206.0991861,28.10115517,14.0,14,-1,-0.39684,0.08972,0.0173,0.0207,0.406855827044421,0.0174806435043737,15.651,0.022,15.384,0.034,,,,,,,17.189,0.02,16.723,0.029,16.129,0.028,25.384,0.499,24.217,0.513,22.078100000000000,0.0852,19.984375,0.029724,18.6684,0.0469
SDSS J105102.32+133346.9,162.7587813,13.5619333,7.5,7.5,-1,-0.17721,-0.19828,0.0194,0.0229,0.265929205804853,0.021416500758177,15.695,0.024,15.42,0.045,19.661909,21.00030586,18.4630559,0.1007103117,0.5887795891,0.294607386,16.796,0.012,16.347,0.017,16.223,0.039,21.800385000000000,0.030923,20.204401,0.012424,18.764812000000000,0.004825,18.229595,0.004955,,
ULAS J143154.18-004114.3,217.9751754,-0.6879800651,9.0,9,-1,-0.08598,-0.22519,0.0214,0.0242,0.241045839001631,0.0238620000484091,15.736,0.089,15.612,0.102,,,,,,,17.193,0.031,16.844,0.037,16.484,0.048,22.272000000000000,0.165,20.986,0.071,20.5041,0.032,19.015625,0.04953,18.1692,0.0509
2MASS J21340795+7132312,323.540723,71.54418684,10.5,10.5,-3,0.46985,0.42084,0.0289,0.0243,0.63076566813675,0.0269494899967422,15.747,0.055,15.746,0.076,19.8414351,21.5284337,18.4328534,0.09402592102,0.5971180789,0.2058047433,,,,,,,21.75213,0.241258,,,19.1533,0.0116,,,17.2305,0.0917
SDSS J153037.83+495205.7,232.6562947,49.86798074,7.0,7,-1,-0.21438,0.01045,0.0136,0.0161,0.21463454265332,0.0136064693048839,15.751,0.019,15.615,0.03,19.769559,21.25908043,18.479185,0.08744982433,0.4924966093,0.2667998457,16.62836456,0.01613444649,16.034,0.203,15.545,0.244,22.000600000000000,0.0785,20.60857,0.074461,18.9826,0.0051,18.171673,0.011845,17.3206,0.0138
SDSS J141405.74−014202.7,213.5231801,-1.701737248,10.0,10,-2,-0.19878,-0.12556,0.0245,0.0276,0.235114444473325,0.0254226683398695,15.762,0.031,15.562,0.048,20.6017528,21.54758244,19.1983108,0.1417416478,0.7976044931,0.381089229,16.807,0.024,16.455,0.027,16.143,0.031,24.962000000000000,0.629,22.339556,0.073758,19.8828,0.0136,18.513214000000000,0.004415,17.567,0.0151
SDSS J133837.01-022908.4,204.6540511,-2.486847257,17.0,17,-1,-0.08758,-0.24673,0.0216,0.0244,0.261812813475582,0.0241028493415182,15.774,0.026,15.655,0.048,,,,,,,17.374,0.033,16.813,0.042,16.367,0.045,,,,,21.965836,0.034824,20.027775,0.024296,18.7741,0.0061
ULAS J230443.30+093423.9,346.1803191,9.573184128,10.0,10,-1,-0.01656,-0.06706,0.0221,0.0218,0.0690744323176094,0.0218173545145527,15.793,0.024,15.453,0.046,,,,,,,17.229,0.022,16.744,0.027,16.275,0.03,24.402,0.616,23.345,0.425,21.5169,0.0697,19.549383,0.014411,18.382,0.0197
ULAS J125226.62+092920.1,193.1097416,9.488567442,10.5,10.5,-1,-0.30201,0.02568,0.0245,0.0292,0.303099822665735,0.0245369459980705,15.826,0.026,15.498,0.044,,,,,,,16.868,0.02,16.467,0.024,16.047,0.03,24.231,0.462,23.350937000000000,0.118097,20.4154,0.015305,18.945265,0.00671,,
SDSS J105717.29+462102.3,164.3217853,46.34828983,7.0,7,-2,-0.04884,-0.54516,0.019,0.0209,0.547343375953341,0.020885554522433,15.836,0.023,15.736,0.045,19.3667111,20.72841284,18.1510273,0.07382174703,0.4194706381,0.2016115874,16.55336952,0.01358868182,,,,,21.8125,0.198364,19.964544,0.051441,18.593600000000000,0.0045,17.937103,0.009187,,
SDSS J135053.40+235024.3,207.7211713,23.83962863,7.0,7,-1,-0.37718,-0.10966,0.0208,0.0244,0.392797744392709,0.0211026619563167,15.863,0.024,15.766,0.05,19.5668767,20.8247931,18.4534315,0.07249513888,0.3914969771,0.2019563289,16.89,0.015,16.474,0.022,16.287,0.033,21.655407,0.023323,19.935984,0.012187,,,18.286816000000000,0.005793,17.501,0.0758
SDSS J105012.58+085122.6,162.5527149,8.854611774,7.0,7,-1,0.1002,-0.41595,0.0211,0.0252,0.427848621009815,0.0249925656753433,15.866,0.025,15.571,0.048,19.8905104,21.01888992,18.597616,0.1485423576,0.7393310831,0.3102562335,16.597,0.019,16.271,0.027,16.109,0.032,22.755749,0.07077,20.947977,0.026739,18.904343,0.004431,18.179737,0.006169,17.2905,0.0055
ULAS J010756.85+100811.3,16.98634968,10.13772503,7.0,7,-1,-0.0292,-0.03392,0.0258,0.025,0.0447571938351814,0.0253435970767021,15.869,0.027,15.69,0.05,,,,,,,,,,,,,21.171875,0.039612,20.101124,0.020812,19.722767,0.028468,19.381900000000000,0.019269,,
2MASS J00575687+2013075,14.49217239,20.21686909,17.0,17,-1,1.28097,-0.45816,0.0145,0.014,1.36043916677667,0.0144441619849886,15.899,0.036,15.502,0.051,,,,,,,16.11608696,0.01063714921,,,,,23.351000000000000,0.475,22.578125,0.126709,20.88678,0.1869531,18.79843,0.009718,,
2MASS J22590210+1156035,344.758953,11.93378609,10.0,10,-1,0.03948,-0.11591,0.0248,0.0251,0.122449167004108,0.0250689809038444,15.919,0.027,15.685,0.051,,,,,,,17.046,0.017,16.633,0.028,16.206,0.031,25.548000000000000,0.882,23.828836,0.145262,21.1627,0.0212,19.285530000000000,0.008944,18.1234,0.0105
SDSS J105047.16+242241.9,162.6966654,24.37656614,8.0,8,-2,0.06145,-0.46145,0.022,0.0266,0.465523581572405,0.026526676725033,15.929,0.025,15.935,0.065,19.618694,21.08195324,18.3561903,0.08535489474,0.6261333363,0.2316947601,16.68575287,0.01964562759,,,,,22.1875,0.054535,20.3125,0.021713,18.8364,0.0156,18.09375,0.008324,17.2582,0.0244
2MASS J13512249+1419168,207.8409675,14.3201687,7.0,7,-2,-0.57244,-0.31595,0.0239,0.0271,0.653843984525361,0.0246843541076993,15.933,0.091,15.644,0.096,19.9525458,21.52283863,18.5699516,0.09683912678,0.6009991961,0.2174373709,16.329,0.008,15.953,0.016,15.59,0.015,23.203125,0.11554,21.515625,0.062988,19.2197,0.0065,18.1659,0.0072,17.017,0.0096
ULAS J124947.04+095019.8,192.445471,9.838254,11.0,11,-1,-0.29759,-0.26282,0.0241,0.0289,0.397031687022585,0.0263113391571766,15.944,0.027,15.803,0.06,20.95066108,21.55811796,19.4862824,0.1589338445,0.7833874572,0.4634468568,16.827,0.025,16.4,0.026,16.124,0.035,24.189,0.581,23.578125,0.163208,19.988234000000000,0.01315,18.751574000000000,0.005636,17.7285,0.0202
ULAS J230256.53+121310.2,345.7354299,12.21878617,10.0,10,-1,-0.11876,-0.15647,0.0315,0.0266,0.196435227237886,0.0284889032627762,15.986,0.031,15.679,0.052,,,,,,,17.491,0.031,,,16.732,0.049,24.785,0.525,24.728,0.825,21.2587,0.0421,19.552135,0.019837,18.4476,0.0373
SDSS J094503.44+103600.2,146.2648157,10.59882434,8.5,8.5,-1,0.16203,-0.327,0.0274,0.0299,0.364942078828956,0.0294239997431309,15.992,0.026,15.892,0.058,20.2637262,20.9474512,18.9048069,0.1024974772,0.6142542872,0.2658319565,16.892,0.131,16.52,0.029,16.231,0.028,23.016977,0.077012,21.410631,0.036334,19.25,0.015717,18.457943,0.005921,17.5436,0.0429
ULAS J021642.96+004005.7,34.17889215,0.667952569,14.0,14,-1,-0.05027,-0.11146,0.0273,0.0256,0.122271846718695,0.0258951907534186,15.995,0.027,15.83,0.051,,,,,,,17.303,0.03,16.961,0.043,16.506,0.04,24.878,1.054,23.66299,0.110188,21.524279,0.018381,19.827791000000000,0.008144,18.59324,0.01907
ULAS J141623.94+134836.3,214.09995,13.81029374,27.5,27.5,-1,0.07998,0.11289,0.0073,0.0092,0.138350831222657,0.00861179444076727,16.021,0.031,12.831,0.011,,,,,,,17.338,0.017,17.654,0.031,,,,,,,,,20.928728,0.053072,,
WISE J134555.25+022247.2,206.4801149,2.37924276,7.5,7.5,-2,-0.03036,-0.26285,0.0259,0.029,0.264597528522093,0.0289613430517533,16.072,0.029,15.944,0.063,19.7504448,21.07673309,18.525396,0.07742873484,0.4698572211,0.2093664914,16.782,0.019,16.437,0.024,16.252,0.034,22.165178,0.035841,20.383856,0.013429,18.9865,0.0088,18.25,0.004279,17.3857,0.0128
WISE J103658.89+033620.4,159.2453737,3.604723481,7.0,7,-1,-0.01252,-0.3875,0.0279,0.0325,0.387702205822974,0.0324955421719423,16.081,0.03,15.89,0.064,20.1460076,21.2521898,18.7888155,0.1147340577,0.7057410004,0.3151217241,16.803,0.021,16.426,0.028,16.14,0.038,22.777780000000000,0.051856,21.192282,0.021989,19.179724,0.006176,18.40625,0.005157,17.5101,0.006
SDSS J130852.73+391142.8,197.2185491,39.19476863,7.0,7,-1,-0.27244,-0.05902,0.0248,0.0281,0.278759598937866,0.0249572721403934,16.104,0.025,15.857,0.049,20.0904971,21.10794285,18.8502256,0.09071819558,0.5080884383,0.2559360982,16.99470711,0.02161490917,,,,,22.047900000000000,0.1077,20.858335,0.088241,19.3126,0.0099,18.530333,0.007408,17.6364,0.034
ULAS J123142.99+015045.4,187.9285314,1.845818069,10.0,10,-1,-0.15172,0.04347,0.0288,0.0331,0.157824583953198,0.0291484554120341,16.116,0.03,15.903,0.063,,,,,,,17.541,0.03,17.206,0.039,16.779,0.047,23.009285000000000,0.108831,22.404362,0.079924,21.3149,0.0431,19.930900000000000,0.0243,18.5509,0.0238
SDSS J130615.20+045908.8,196.5635423,4.984276458,7.0,7,-1,-0.0133,-0.3708,0.026,0.0303,0.371038448142507,0.0302948665838921,16.121,0.029,15.984,0.068,20.2182658,21.57095301,18.9440052,0.1108748187,0.6015429443,0.3022373202,17.074,0.02,16.637,0.033,16.401,0.043,22.62281,0.059341,21.000116,0.02235,19.234375,0.007958,18.58101,0.006476,17.7243,0.0032
ULAS J135216.31+312327.0,208.0671152,31.39039282,10.5,10.5,-2,-0.44029,-0.08662,0.0271,0.0305,0.44872966082041,0.0272343055884345,16.153,0.028,16.008,0.057,20.6879983,21.37669784,19.2422379,0.1294521721,0.6723596939,0.3460381597,16.925,0.018,16.656,0.035,16.407,0.042,24.237000000000000,0.476,22.881,0.241,19.9541,0.0159,18.6875,0.016571,17.7261,0.0347
ULAS J135359.58+011856.7,208.4980901,1.316158168,10.0,10,-1,-0.097,-0.04158,0.0272,0.032,0.105536232640738,0.0279990920426058,16.156,0.046,15.943,0.073,,,,,,,17.356,0.029,16.893,0.032,16.524,0.041,25.321,1.4,22.838,0.427,21.4907,0.0439,19.58642,0.011006,18.4489,0.0265
